date,feature1,feature2,feature3,publication_date,negative,positive,close,change
1508342400,-41.98583396,-7.235542765,-7892443.627,1508342400,-42,-8,49.51,1.27
1508428800,-45.17236012,-7.529032947,-9436884.627,1508428800,-46,-8,48.42,1.77
1508688000,-50.93061935,-6.455582806,-4724754.127,1508688000,-51,-7,46.765,-0.13
1508774400,-52.31296461,-7.715947621,-4066381.627,1508774400,-53,-8,45.87,-0.35
1508860800,-50.34609435,-10.23052057,-6374034.627,1508860800,-51,-11,46.13,0.7
1508947200,-48.85904291,-10.74422807,2923454.373,1508947200,-49,-11,45.94,-0.33
1509033600,-54.84741675,-5.409763032,35921774.37,1509033600,-55,-6,45.74,0.5
1509292800,-53.93292724,-5.446886551,40878835.87,1509292800,-54,-6,45.65,0.84
1509379200,-51.23880266,-8.644892507,19365145.87,1509379200,-52,-9,44.92,-0.34
1509465600,-57.77073544,-6.499466183,19191248.87,1509465600,-58,-7,44.645,0.81
1509552000,-62.56809578,-5.979804597,17991913.87,1509552000,-63,-6,44.39,1.1
1509638400,-58.88019809,-9.239191721,13734106.87,1509638400,-59,-10,43.35,-2.25
1509897600,-53.39168768,-12.47626306,8450467.373,1509897600,-54,-13,43.975,0.27
1509984000,-51.94022158,-13.709452,1032097.873,1509984000,-52,-14,45.055,0.63
1510070400,-48.55470842,-15.49317231,-5202508.127,1510070400,-49,-16,44.715,-1.49
1510156800,-38.79134879,-18.47609814,-4648014.627,1510156800,-39,-19,45.335,-1.37
1510243200,-13.09971635,-25.64262677,-3383217.127,1510243200,-14,-26,46.9,-0.45
1510502400,20.66024587,-32.82301058,-6668895.127,1510502400,21,-33,47.895,-0.59
1510588800,41.32713485,-31.59556038,-7615987.127,1510588800,42,-32,48.465,-1.08
1510675200,56.80604736,-27.60720905,-8536886.127,1510675200,57,-28,49.385,-0.09
1510761600,66.31971367,-21.2170102,-6417768.127,1510761600,67,-22,50.03,4.36
1510848000,72.29052269,-12.09200048,16902649.87,1510848000,73,-13,47.69,-0.19
1511107200,85.56362309,-8.810709307,14892948.37,1511107200,86,-9,45.405,-0.5
1511193600,86.80182013,-3.390511925,-6070558.127,1511193600,87,-4,45.785,0.28
1511280000,83.43743015,3.508285925,-7511394.127,1511280000,84,4,45.905,0.85
1511452800,83.85744919,6.536141101,-15214000.13,1511452800,84,7,45.285,0.31
1511712000,82.08450481,10.02710256,-15882108.13,1511712000,83,11,44.65,0.08
1511798400,77.19578857,14.4707022,-9017984.627,1511798400,78,15,44.435,1.14
1511884800,75.89405097,16.41484161,-4600607.127,1511884800,76,17,43.765,-0.09
1511971200,61.21862241,23.01120777,2375013.373,1511971200,62,24,43.19,-0.15
1512057600,29.37384858,32.77512987,2184714.373,1512057600,30,33,43.325,0.83
1512316800,13.49454271,32.41475679,-887541.6271,1512316800,14,33,42.955,-1.02
1512403200,27.59502768,21.04900849,1097747.373,1512403200,28,22,43.06,-1.02
1512489600,46.14836894,11.48471596,952757.8729,1512489600,47,12,44.18,0
1512576000,54.44637572,8.98447076,1993553.373,1512576000,55,9,44.74,0.28
1512662400,61.15951743,7.825686525,-284478.1271,1512662400,62,8,44.585,-0.76
1512921600,56.83260168,10.68459599,-6425748.627,1512921600,57,11,44.845,-1.45
1513008000,54.51978193,11.90730721,-9724424.127,1513008000,55,12,46.055,0.63
1513094400,57.63715877,11.04368918,-9237644.127,1513094400,58,12,46.505,-0.05
1513180800,60.22583449,10.89457207,-7693884.627,1513180800,61,11,46.19,0.1
1513267200,35.58914853,21.7890248,5344861.373,1513267200,36,22,46.165,0.03
1513526400,-10.04251152,36.9137223,20707066.37,1513526400,-11,37,46.095,-0.57
1513612800,-37.64904078,38.22032303,17679148.37,1513612800,-38,39,46.39,-0.05
1513699200,-52.37726183,32.67663271,12961973.87,1513699200,-53,33,46.73,-0.73
1513785600,-54.86916682,23.56915766,13733141.37,1513785600,-55,24,47.16,0.47
1513872000,-47.34926021,12.48135194,10222420.87,1513872000,-48,13,47.3,0.71
1514217600,-34.48880518,1.272949646,-3492640.627,1514217600,-35,2,46.65,1.55
1514304000,-21.25150705,-7.008223153,-13769573.63,1514304000,-22,-8,45.41,1.18
1514390400,-15.16416293,-9.795294269,-16784051.63,1514390400,-16,-10,43.91,-0.07
1514476800,-2.770502141,-13.38379325,-14766641.63,1514476800,-3,-14,43.3,0.01
1514822400,8.810376888,-14.46600219,-7833432.127,1514822400,9,-15,43.335,-0.3
1514908800,8.070519019,-5.345085144,41708815.37,1514908800,9,-6,43.495,0.28
1514995200,14.26779203,-0.095836685,74627979.37,1514995200,15,-1,43.505,0.25
1515081600,24.7100519,-3.046761113,37300489.37,1515081600,25,-4,43.215,-0.34
1515340800,26.15517576,-2.370822914,9562814.373,1515340800,27,-3,43.265,0.01
1515427200,33.79688274,-2.219424001,10791966.87,1515427200,34,-3,43.445,-0.96
1515513600,56.01196753,-6.163165552,16792557.87,1515513600,57,-7,43.965,-0.17
1515600000,69.84789454,-5.713842859,12337161.87,1515600000,70,-6,44.585,-0.15
1515686400,71.52095016,-0.846077095,4456462.873,1515686400,72,-1,44.76,0.81
1516032000,72.21762209,3.953145383,5954293.873,1516032000,73,4,44.395,-0.71
1516118400,50.43600595,15.60350816,7151823.373,1516118400,51,16,44.34,0.22
1516204800,16.18807888,26.90086668,1381497.373,1516204800,17,27,44.61,-0.24
1516291200,-13.2628863,31.77517765,-1912700.127,1516291200,-14,32,44.62,0.09
1516550400,-39.38926698,32.78254484,-1472583.627,1516550400,-40,33,44.7,-0.26
1516636800,-53.96435455,27.68222297,-3295140.627,1516636800,-54,28,44.795,0.29
1516723200,-55.75881702,18.74278778,-916411.1271,1516723200,-56,19,44.78,-0.01
1516809600,-45.08898737,8.040668157,6395410.373,1516809600,-46,9,44.625,-0.93
1516896000,-49.00865421,8.08963363,33621339.37,1516896000,-50,9,45.14,0.17
1517155200,-56.57155366,8.118528709,38393986.37,1517155200,-57,9,45.555,-0.36
1517241600,-43.25363865,-2.828103226,11343241.87,1517241600,-44,-3,45.66,0.1
1517328000,-26.06484566,-10.49490447,9001178.873,1517328000,-27,-11,45.805,0.15
1517414400,-7.307830255,-15.9611237,7014073.873,1517414400,-8,-16,45.665,-0.66
1517500800,19.73111078,-22.49189415,535631.3729,1517500800,20,-23,45.94,-0.36
1517760000,51.22325831,-26.01625687,10049961.87,1517760000,52,-27,46.5,-0.07
1517846400,65.26628212,-19.63611451,24791137.87,1517846400,66,-20,46.74,0.07
1517932800,63.85828563,-9.844607975,19610824.37,1517932800,64,-10,46.74,0.58
1518019200,72.79978665,-6.532689789,12113798.87,1518019200,73,-7,46.52,-0.69
1518105600,77.05315197,-0.73619011,18010162.37,1518105600,78,-1,46.72,0.35
1518364800,65.36162462,8.44332452,10624257.87,1518364800,66,9,46.905,1.11
1518451200,54.70548625,13.24355569,-4267508.127,1518451200,55,14,46.1,1.01
1518537600,39.93211667,18.11517612,-8496263.627,1518537600,40,19,44.93,-0.03
1518624000,16.03088843,24.60785218,-6486671.627,1518624000,17,25,44.385,2.76
1518710400,-4.989303204,27.08864648,-5710073.127,1518710400,-5,28,42.875,0.52
1519056000,-23.56203233,26.90568007,-4722488.627,1519056000,-24,27,41.065,-0.15
1519142400,-34.10969572,23.07914612,-1696348.627,1519142400,-35,24,40.865,0.11
1519228800,-31.66247795,14.30117009,-5979153.127,1519228800,-32,15,40.89,0.36
1519315200,-38.37133594,11.07285328,-6722441.127,1519315200,-39,12,40.63,0.31
1519574400,-52.65432285,11.41402599,-1699464.627,1519574400,-53,12,40.26,-0.14
1519660800,-56.21329801,7.69735203,7092118.373,1519660800,-57,8,40.17,0.42
1519747200,-46.92620575,0.07171027,11366556.87,1519747200,-47,1,40.02,0.03
1519833600,-23.70718131,-10.7424163,7717837.873,1519833600,-24,-11,39.775,0.08
1519920000,-7.489678304,-15.08861999,6602542.373,1519920000,-8,-16,39.715,0.43
1520179200,-11.64807994,-10.52412092,3852483.373,1520179200,-12,-11,39.43,-0.1
1520265600,-24.67620957,-3.690435343,6763337.373,1520265600,-25,-4,39.245,-0.32
1520352000,-39.44970736,1.257089708,7251048.373,1520352000,-40,2,39.475,-0.19
1520438400,-40.68169579,-1.139489979,2425476.873,1520438400,-41,-2,39.755,0.21
1520524800,-42.22739524,-2.624571002,2888462.373,1520524800,-43,-3,39.745,0.09
1520784000,-47.79265597,-2.345411353,4170074.873,1520784000,-48,-3,39.58,0.17
1520870400,-40.83118805,-6.24109787,10593078.87,1520870400,-41,-7,39.435,-0.04
1520956800,-30.00861649,-10.90927356,7067638.873,1520956800,-31,-11,39.36,0.31
1521043200,-13.90301098,-16.55730044,-2903708.127,1521043200,-14,-17,39.21,0.87
1521129600,9.740310992,-21.03506084,5879445.873,1521129600,10,-22,38.56,0.23
1521388800,33.76468013,-23.3639292,8621455.873,1521388800,34,-24,37.955,0.26
1521475200,43.76671465,-20.01165282,-1550973.627,1521475200,44,-21,37.685,0.06
1521561600,40.87547113,-12.14349688,-5488859.627,1521561600,41,-13,37.505,0.28
1521648000,45.05194332,-8.055254898,-1138350.127,1521648000,46,-9,37.315,-0.02
1521734400,63.21382016,-9.025916094,6083847.373,1521734400,64,-10,37.17,-0.02
1521993600,42.37941916,5.045768437,10278975.87,1521993600,43,6,37.19,0.12
1522080000,11.56197663,17.90454233,10825561.37,1522080000,12,18,37.135,-0.14
1522166400,28.71682256,8.98550028,10157877.37,1522166400,29,9,37.15,0.21
1522252800,27.72884075,9.924957558,13402258.87,1522252800,28,10,37.115,0
1522598400,19.46371536,14.52506044,28010741.37,1522598400,20,15,37,0.47
1522684800,29.31255776,10.0585724,25094018.87,1522684800,30,11,36.74,0.14
1522771200,30.69200867,8.386999123,6685129.873,1522771200,31,9,36.405,0.22
1522857600,26.59733466,9.389664658,-473374.6271,1522857600,27,10,36.21,0.29
1522944000,31.8410294,6.928388625,-1550815.627,1522944000,32,7,35.93,0.53
1523203200,39.75929884,4.82224449,1610003.373,1523203200,40,5,35.48,-0.32
1523289600,21.37578769,12.62585036,711302.3729,1523289600,22,13,35.365,-0.2
1523376000,-4.70481469,19.49549674,-6222976.127,1523376000,-5,20,35.65,0.67
1523462400,-23.42127594,21.17150325,-4541178.627,1523462400,-24,22,35.39,-0.06
1523548800,-31.1760296,17.54982198,-2882957.627,1523548800,-32,18,35.055,0.02
1523808000,-30.97266956,10.81307229,-8345907.127,1523808000,-31,11,35.08,0.16
1523894400,-40.53955285,9.397803177,-8173996.127,1523894400,-41,10,34.98,0.14
1523980800,-47.38033046,6.934878338,-6519385.627,1523980800,-48,7,34.81,0.07
1524067200,-35.78181524,-1.713180183,-4422545.627,1524067200,-36,-2,34.69,-0.02
1524153600,-5.902819426,-13.91896304,-2049838.627,1524153600,-6,-14,34.66,-0.04
1524412800,32.20696746,-24.68153419,-3907660.127,1524412800,33,-25,34.69,0.05
1524499200,56.96851613,-24.9906331,3884627.373,1524499200,57,-25,34.685,0.01
1524585600,65.63293536,-18.29609802,5907663.373,1524585600,66,-19,34.655,-0.24
1524672000,50.90814371,-4.695608698,4447843.873,1524672000,51,-5,34.785,-0.08
1524758400,29.72412899,9.580263181,26515515.37,1524758400,30,10,34.965,-0.14
1525017600,38.30267256,7.39591193,24936685.87,1525017600,39,8,35.09,-0.58
1525104000,42.02605461,5.760122833,3792990.873,1525104000,43,6,35.49,-0.17
1525190400,37.46132438,8.273985478,-1526530.127,1525190400,38,9,35.905,-0.31
1525276800,42.29291916,6.988854816,-1046425.627,1525276800,43,7,36.17,0.43
1525363200,41.40098799,8.269423828,-1114352.627,1525363200,42,9,36.105,-0.24
1525622400,33.43447045,11.23931467,-5251963.127,1525622400,34,12,36.005,-0.41
1525708800,23.69924498,13.63784271,-7559803.627,1525708800,24,14,36.365,0.16
1525795200,11.17207152,15.96646526,-7788910.627,1525795200,12,16,36.5,-0.02
1525881600,-13.51002667,21.13238882,-8944352.127,1525881600,-14,22,36.42,0.12
1525968000,-34.09852768,21.9788021,-11155616.13,1525968000,-35,22,36.365,-0.17
1526227200,-42.7439455,17.47380591,-9574471.627,1526227200,-43,18,36.395,0.11
1526313600,-39.92642783,9.709159437,-6420649.127,1526313600,-40,10,36.565,0.26
1526400000,-34.52296344,2.523642912,-9229519.127,1526400000,-35,3,36.495,0.79
1526486400,-33.87519734,-1.101861272,-11649544.63,1526486400,-34,-2,35.91,0.14
1526572800,-10.29980522,-11.34566658,-7939802.127,1526572800,-11,-12,35.39,0.31
1526832000,13.22330311,-17.51035078,-3692412.627,1526832000,14,-18,35.14,0.2
1526918400,17.87633548,-14.68693491,-6027590.627,1526918400,18,-15,34.86,0.07
1527004800,5.00206596,-6.216973011,-8433566.627,1527004800,6,-7,34.71,0.15
1527091200,-9.004393661,0.074671353,-8104813.127,1527091200,-10,1,34.585,-0.21
1527177600,-20.29984569,2.97535636,-9107531.127,1527177600,-21,3,34.615,-0.02
1527523200,-32.78820192,5.232271916,-6814324.127,1527523200,-33,6,34.74,0.17
1527609600,-33.49237839,2.27219965,-3733559.127,1527609600,-34,3,34.655,0.03
1527696000,-27.60323075,-2.174645979,-379261.1271,1527696000,-28,-3,34.545,0.05
1527782400,-31.74092807,-1.563297488,2856562.373,1527782400,-32,-2,34.5,-0.19
1528041600,-39.39731321,-0.751613937,-1355463.627,1528041600,-40,-1,34.575,0.4
1528128000,-31.98147499,-6.151775356,-6103537.127,1528128000,-32,-7,34.46,-0.01
1528214400,-29.78849248,-7.727718019,-5894886.127,1528214400,-30,-8,34.245,0.3
1528300800,-17.82152525,-11.92113117,-2940340.627,1528300800,-18,-12,34.085,0.24
1528387200,16.8523103,-22.1097577,993408.8729,1528387200,17,-23,33.785,-0.21
1528646400,51.35652129,-28.07527903,71534.37293,1528646400,52,-29,33.765,0.22
1528732800,69.14519,-25.03366772,-3692421.127,1528732800,70,-26,33.755,-0.64
1528819200,71.85863475,-16.26992104,-5252883.627,1528819200,72,-17,33.985,0.79
1528905600,63.91744662,-5.535375744,-5190440.627,1528905600,64,-6,33.9,-0.25
